id,species,observed_on,place,user,latitude,longitude,life_stage,alive_or_dead,url
61909611,Ilyanassa obsoleta,2020-10-06 16:24:09-04:00,"Raritan Bay, South Amboy, NJ, US",klaudiawielowski,40.462345,-74.25464667,,,https://www.inaturalist.org/observations/61909611
61612417,Ilyanassa obsoleta,2020-10-02 17:09:29-04:00,"Sandy Hook Beach, Atlantic Highlands, NJ, US",apatti,40.44872,-73.9994366667,,Alive,https://www.inaturalist.org/observations/61612417
61424542,Ilyanassa obsoleta,2020-09-24 18:35:19-04:00,"North Atlantic Ocean, Margate City, NJ, US",mayaswift1,39.3356101779,-74.5113881103,,Alive,https://www.inaturalist.org/observations/61424542
61169438,Ilyanassa obsoleta,2020-09-27 15:04:00-04:00,"Laurence Harbor, Old Bridge Township, NJ, USA",srall,40.4622638299,-74.2549329247,,Dead,https://www.inaturalist.org/observations/61169438
61161952,Ilyanassa obsoleta,2020-09-27 14:40:00-04:00,"Laurence Harbor, Old Bridge Township, NJ, USA",srall,40.4592098762,-74.246958014,,Dead,https://www.inaturalist.org/observations/61161952
61161945,Ilyanassa obsoleta,2020-09-27 14:40:00-04:00,"Laurence Harbor, Old Bridge Township, NJ, USA",srall,40.4592098762,-74.246958014,,Dead,https://www.inaturalist.org/observations/61161945
61122734,Ilyanassa obsoleta,2020-09-27 14:09:00-04:00,"Sayreville, NJ, USA",srall,40.4795675583,-74.2683055847,,Dead,https://www.inaturalist.org/observations/61122734
59820425,Ilyanassa obsoleta,2020-09-16 15:50:01-04:00,"Sandy Hook Beach, Atlantic Highlands, NJ, US",kiyomijane,40.44888333,-74.00038056,,Alive,https://www.inaturalist.org/observations/59820425
59797699,Ilyanassa obsoleta,2020-09-16 14:03:20-04:00,"North Atlantic Ocean, Ventnor City, NJ, US",mayaswift1,39.3443252103,-74.5003179772,,Alive,https://www.inaturalist.org/observations/59797699
59795706,Ilyanassa obsoleta,2020-09-16 13:45:11-04:00,"Great Channel, Cape May, NJ, US",larrybird,39.0303638703,-74.7843577188,,Alive,https://www.inaturalist.org/observations/59795706
59387923,Ilyanassa obsoleta,2020-09-12 11:03:00-04:00,"Perth Amboy, NJ, USA",srall,40.5005740639,-74.2778376889,,Alive,https://www.inaturalist.org/observations/59387923
58897523,Ilyanassa obsoleta,2020-09-07 19:11:55-04:00,"Culebra Ave, Toms River, NJ, US",lucaskelly,39.9666614039,-74.1232684907,,,https://www.inaturalist.org/observations/58897523
58035944,Ilyanassa obsoleta,2020-08-30 11:37:30-04:00,"Flat Creek, Union Beach, NJ, US",morganweaver,40.4480813763,-74.1655525011,,Alive,https://www.inaturalist.org/observations/58035944
57134522,Ilyanassa obsoleta,2020-08-20 13:30:52-04:00,Ocean City,hypersonicgx,39.2776941535,-74.5746001974,,Unknown,https://www.inaturalist.org/observations/57134522
57062629,Ilyanassa obsoleta,2020-08-20 14:06:57-04:00,Ocean City,hypersonicgx,39.2776941535,-74.5746001974,,Alive,https://www.inaturalist.org/observations/57062629
57062303,Ilyanassa obsoleta,2020-08-20 14:08:15-04:00,Ocean City,hypersonicgx,39.2776941535,-74.5746001974,,Alive,https://www.inaturalist.org/observations/57062303
57062260,Ilyanassa obsoleta,2020-08-20 14:08:10-04:00,Ocean City,hypersonicgx,39.2776941535,-74.5746001974,,Alive,https://www.inaturalist.org/observations/57062260
57062230,Ilyanassa obsoleta,2020-08-20 14:07:29-04:00,Ocean City,hypersonicgx,39.2776941535,-74.5746001974,,Alive,https://www.inaturalist.org/observations/57062230
57062151,Ilyanassa obsoleta,2020-08-20 14:08:08-04:00,Ocean City,hypersonicgx,39.2776941535,-74.5746001974,,Alive,https://www.inaturalist.org/observations/57062151
57062110,Ilyanassa obsoleta,2020-08-20 14:08:04-04:00,Ocean City,hypersonicgx,39.2776941535,-74.5746001974,,Alive,https://www.inaturalist.org/observations/57062110
56419799,Ilyanassa obsoleta,2020-08-14 09:15:00-04:00,"Cliffwood Beach, Aberdeen Township, NJ 07735, USA",cris720,40.45,-74.2180555556,,Alive,https://www.inaturalist.org/observations/56419799
56026515,Ilyanassa obsoleta,2020-08-09 17:28:33-04:00,Ocean City,hypersonicgx,39.2776941535,-74.5746001974,,Dead,https://www.inaturalist.org/observations/56026515
54683183,Ilyanassa obsoleta,2020-07-28 23:12:26+00:00,Keyport,sprocket28,40.4367366885,-74.2065757403,,Dead,https://www.inaturalist.org/observations/54683183
52399560,Ilyanassa obsoleta,2020-05-25 06:18:26-04:00,"Fairwaters Ln, Fair Haven, NJ, US",craigsteel,40.3677763488,-74.0384932337,,Dead,https://www.inaturalist.org/observations/52399560
52071656,Ilyanassa obsoleta,2020-07-05 17:09:11-04:00,"Dock St, West Creek, NJ, US",mertensia,39.6101391031,-74.2919665271,,Dead,https://www.inaturalist.org/observations/52071656
51140336,Ilyanassa obsoleta,2020-06-27 14:55:07-04:00,"Little Egg Harbor Township, NJ, USA",andreahabeck,39.5658318616,-74.3424845114,,Alive,https://www.inaturalist.org/observations/51140336
50805969,Ilyanassa obsoleta,2020-06-22 00:16:00-04:00,"Lacey Township, NJ, USA",nmacelko2,39.853808,-74.089533,,Alive,https://www.inaturalist.org/observations/50805969
50010463,Ilyanassa obsoleta,2020-06-16 10:59:41-04:00,Norburys Landing,kathy73,39.0504415685,-74.9276727811,,Alive,https://www.inaturalist.org/observations/50010463
49427706,Ilyanassa obsoleta,2020-06-12 18:41:34-04:00,"Cape May County, US-NJ, US",lindawiddop,39.0255788248,-74.9445665908,,Alive,https://www.inaturalist.org/observations/49427706
48734948,Ilyanassa obsoleta,2020-06-05 11:07:48-04:00,"Long Beach Island, New Jersey, USA",sean0492,39.5187538611,-74.2835875556,Juvenile,Unknown,https://www.inaturalist.org/observations/48734948
48553364,Ilyanassa obsoleta,2020-06-05 12:43:35-04:00,"Barnegat Bay, Ocean Gate, NJ, US",tomsriverposeidon,39.7865262581,-74.1081012693,,Alive,https://www.inaturalist.org/observations/48553364
48464974,Ilyanassa obsoleta,2020-06-04 12:56:36-04:00,"Bay Ave, Heislerville, NJ, US",girliesquirrel,39.193705,-75.02388883,,Alive,https://www.inaturalist.org/observations/48464974
48150780,Ilyanassa obsoleta,2020-06-01 10:33:07-04:00,"Sandy Hook Beach, Highlands, NJ, US",rubymoonbeams,40.4163684845,-73.9825765123,,Alive,https://www.inaturalist.org/observations/48150780
47863319,Ilyanassa obsoleta,2020-05-30 12:50:05-04:00,"Great Bay Blvd, West Creek, NJ, US",amyplantarich,39.5669405116,-74.3423405104,,Alive,https://www.inaturalist.org/observations/47863319
47467985,Ilyanassa obsoleta,2020-05-26 15:22:00-04:00,"Manasquan, NJ, USA",darfio,40.1070277778,-74.0428,,Alive,https://www.inaturalist.org/observations/47467985
47365908,Ilyanassa obsoleta,2020-05-25 17:00:48-04:00,"Perth Amboy, NJ, USA",davidmock,40.498941,-74.268545,,Alive,https://www.inaturalist.org/observations/47365908
47323002,Ilyanassa obsoleta,2020-05-25 17:01:10-04:00,"Raritan Bay, Perth Amboy, NJ, US",whistler1,40.4989499914,-74.268441671,,Alive,https://www.inaturalist.org/observations/47323002
46423227,Ilyanassa obsoleta,2020-05-18 17:47:59-04:00,"Island Beach State Park, Ocean Gate, NJ, US",dcvmnaturalist,39.7894766881,-74.0973588546,,Dead,https://www.inaturalist.org/observations/46423227
46149358,Ilyanassa obsoleta,2020-05-16 17:53:58-04:00,"Bay Ave, Ocean City, NJ, US",michaelmorris,39.2166560103,-74.6471626729,,Dead,https://www.inaturalist.org/observations/46149358
45889151,Ilyanassa obsoleta,2020-05-14 12:54:10-04:00,"Sandy Hook Beach, Highlands, NJ, US",yayabenzvi,40.4175186949,-73.9845699538,,Dead,https://www.inaturalist.org/observations/45889151
45271413,Ilyanassa obsoleta,2020-05-05 14:45:40-04:00,"Delaware Bay, Cape May, NJ, US",sgalick,39.07073883,-74.91465,Egg,Unknown,https://www.inaturalist.org/observations/45271413
40669122,Ilyanassa obsoleta,2020-03-24 15:21:19-04:00,"Maurice River, NJ 08314, USA",erin_allison,39.1910444444,-74.952275,,Dead,https://www.inaturalist.org/observations/40669122
40192278,Ilyanassa obsoleta,2020-03-18 07:28:00-04:00,"Monmouth, New Jersey, United States",javiehweg,40.1062069722,-74.0400609722,,Dead,https://www.inaturalist.org/observations/40192278
40188615,Ilyanassa obsoleta,2020-03-18 13:35:53-04:00,"Lanoka Harbor, NJ 08734, USA",lucialiet,39.89452287,-74.08950624,,Alive,https://www.inaturalist.org/observations/40188615
38812512,Ilyanassa obsoleta,2020-02-17 10:03:57-05:00,"CAPE MAY CH, NJ 08210, USA",erin_allison,39.0793075562,-74.9091033936,,Alive,https://www.inaturalist.org/observations/38812512
38315651,Ilyanassa obsoleta,2020-02-01 11:37:48-05:00,"South Beach - Area C, Highlands, NJ, US",pclayman,40.40573,-73.981025,,Dead,https://www.inaturalist.org/observations/38315651
38265849,Ilyanassa obsoleta,2020-02-01 12:01:46-05:00,"South Beach - Area C, Highlands, NJ, US",mjy9,40.4064333333,-73.9814216667,,Dead,https://www.inaturalist.org/observations/38265849
38238337,Ilyanassa obsoleta,2020-02-01 11:37:53-05:00,"Sandy Hook, Middletown, NJ, USA",dayanaraocasio,40.40575597,-73.98105595,,Dead,https://www.inaturalist.org/observations/38238337
38238330,Ilyanassa obsoleta,2020-02-01 11:37:25-05:00,"Sandy Hook, Middletown, NJ, USA",dayanaraocasio,40.40573298,-73.98104725,,Alive,https://www.inaturalist.org/observations/38238330
38185190,Ilyanassa obsoleta,2020-02-01 12:01:48-05:00,"South Beach - Area C, Highlands, NJ, US",abdallah18,40.4064514814,-73.9813843277,,Dead,https://www.inaturalist.org/observations/38185190
38185147,Ilyanassa obsoleta,2020-02-01 11:50:08-05:00,"South Beach - Area C, Highlands, NJ, US",destiniemolenaar1,40.4064637609,-73.9811724332,,Dead,https://www.inaturalist.org/observations/38185147
38184738,Ilyanassa obsoleta,2020-02-01 11:49:59-05:00,"South Beach - Area C, Highlands, NJ, US",adeshewa,40.4064300238,-73.9813359641,,Dead,https://www.inaturalist.org/observations/38184738
38184559,Ilyanassa obsoleta,2020-02-01 11:37:53-05:00,"Raritan Bay, Highlands, NJ, US",sumaiyanila13,40.405898912,-73.9822539833,,Dead,https://www.inaturalist.org/observations/38184559
38184474,Ilyanassa obsoleta,2020-02-01 11:39:43-05:00,"South Beach - Area C, Highlands, NJ, US",francisventura05,40.4058025208,-73.9811226138,,Dead,https://www.inaturalist.org/observations/38184474
38184467,Ilyanassa obsoleta,2020-02-01 11:37:43-05:00,"Sandy Hook, Middletown, NJ, USA",daniellehurst,40.40569515,-73.98099023,,Unknown,https://www.inaturalist.org/observations/38184467
38184465,Ilyanassa obsoleta,2020-02-01 11:38:16-05:00,"South Beach - Area C, Highlands, NJ, US",ak1643,40.4057055943,-73.9810535615,,Dead,https://www.inaturalist.org/observations/38184465
